,X,Y,Speed,Boosts,Mud_0,Mud_1,Mud_2,Mud_3,Speed_0,Speed_1,Speed_2,Speed_3,Move,Mud_Through,Objective
78999,1241,3,9,0,2,3,4,3,0,0,0,0,0,1,6
79000,1250,3,8,0,3,2,2,3,0,1,0,0,0,1,5
79001,1259,3,8,0,2,2,3,2,0,1,0,0,0,1,5
79002,1268,3,8,0,2,4,3,3,0,0,0,0,0,1,4
79003,1277,3,8,0,1,3,2,3,0,0,0,1,0,1,9
79004,1286,3,8,0,0,1,2,4,0,0,0,1,0,1,4
79005,1295,3,8,1,2,1,4,4,0,0,0,0,0,3,4
79006,1304,3,3,1,3,1,4,1,0,0,1,0,3,1,1
79007,1319,3,9,0,1,3,2,3,0,0,2,1,1,1,8
79008,1327,2,8,2,2,2,3,3,0,0,0,1,3,2,6
79009,1342,2,8,1,4,4,2,1,0,0,0,0,0,2,5
79010,1351,2,6,1,3,3,1,3,0,0,0,0,3,1,4
79011,1366,2,9,0,2,3,0,2,1,0,1,0,0,0,4
79012,1375,2,9,0,3,0,0,1,1,0,1,0,0,0,4
79013,1384,2,9,0,1,1,0,1,1,0,1,0,0,0,5
79014,1393,2,9,1,2,2,1,4,0,0,1,0,0,0,1
79015,1402,2,9,1,2,4,2,5,1,0,1,0,3,2,6
79016,1417,2,8,1,1,6,1,3,0,1,0,0,3,0,4
79017,1432,2,15,0,2,4,1,2,0,2,0,0,0,1,4
79018,1447,2,9,0,2,1,4,1,0,2,0,0,1,1,10
79019,1455,1,8,2,1,1,3,1,0,0,0,0,3,0,10
79020,1470,1,15,1,2,3,5,4,2,0,0,0,1,0,10
79021,0,0,5,0,1,0,2,1,1,0,0,0,0,0,4
79022,6,0,6,0,2,1,3,2,1,0,0,0,0,1,4
79023,14,0,6,1,3,1,2,1,0,0,0,0,3,1,5
79024,29,0,9,0,4,2,4,2,1,0,0,0,0,2,6
79025,38,0,6,1,3,2,2,1,0,0,0,0,3,2,5
79026,53,0,8,0,2,0,1,1,0,0,1,0,2,0,4
79027,60,1,8,0,1,2,2,1,0,0,1,0,2,1,4
79028,67,2,6,1,2,2,3,2,0,0,0,0,3,1,4
79029,82,2,9,0,1,5,5,0,0,0,0,0,2,0,5
79030,90,3,9,0,2,5,3,0,0,0,0,0,0,0,6
79031,99,3,9,0,3,2,2,1,0,0,0,0,0,0,6
79032,108,3,9,0,3,2,1,2,0,0,0,0,0,1,6
79033,117,3,8,0,1,2,2,2,0,0,0,0,0,1,4
79034,126,3,8,0,2,0,2,1,1,0,0,0,0,1,4
79035,135,3,8,0,3,1,1,0,2,0,0,0,0,0,4
79036,144,3,9,0,5,1,0,0,2,0,0,0,1,0,6
79037,152,2,9,0,4,2,2,2,2,0,0,0,0,0,8
79038,161,2,9,0,3,1,3,4,2,0,1,0,0,1,5
79039,170,2,8,0,2,3,2,3,1,0,1,1,0,2,4
79040,179,2,6,1,2,2,1,1,0,0,0,1,3,1,5
79041,194,2,9,0,4,1,4,6,0,0,0,0,1,0,6
79042,202,1,9,0,3,2,3,6,0,0,0,0,0,1,5
79043,211,1,8,0,3,1,3,4,0,0,0,0,0,1,5
79044,220,1,8,0,2,1,4,2,0,0,0,0,0,0,4
79045,229,1,9,0,2,1,4,2,0,0,0,0,0,1,9
79046,238,1,8,0,2,2,3,1,0,0,0,0,0,0,5
79047,247,1,9,0,2,2,4,2,0,0,0,0,0,2,6
79048,256,1,6,0,1,2,2,1,0,0,0,0,0,0,4
79049,264,1,8,0,0,2,1,0,0,0,0,0,0,1,7
79050,273,1,8,0,1,2,3,1,0,0,0,1,2,0,0
79051,280,2,8,0,2,1,4,1,0,1,1,1,2,1,8
79052,287,3,6,1,3,2,3,1,1,1,1,0,3,0,5
79053,302,3,15,0,3,1,2,3,1,0,0,0,0,3,10
79054,317,3,6,0,5,2,1,2,0,0,0,0,0,0,4
79055,325,3,8,0,6,0,1,2,1,0,0,0,0,1,5
79056,334,3,8,0,3,0,2,2,1,0,0,1,0,1,3
79057,343,3,8,0,2,0,1,1,0,0,0,1,0,1,0
79058,352,3,8,0,3,0,0,0,0,0,1,1,0,0,5
79059,361,3,9,1,4,0,1,2,0,0,1,0,3,0,6
79060,376,3,15,0,4,4,4,2,0,0,0,0,0,2,10
79061,391,3,8,0,1,4,1,1,1,0,0,0,0,0,5
79062,400,3,9,0,3,1,1,2,1,0,0,0,0,1,5
79063,409,3,8,0,2,1,1,2,0,0,0,0,0,1,4
79064,418,3,8,0,2,1,0,3,0,0,0,0,0,0,3
79065,427,3,9,0,2,1,0,4,0,0,1,0,1,0,0
79066,435,2,9,0,0,1,0,2,0,0,1,0,0,0,4
79067,444,2,9,1,0,1,0,4,0,0,1,0,3,0,1
79068,459,2,15,1,1,1,1,4,0,0,0,0,0,1,10
79069,474,2,9,1,1,1,0,1,0,0,0,1,3,0,6
79070,489,2,15,0,1,2,3,3,0,0,0,1,2,2,9
79071,503,3,8,1,4,2,1,1,1,0,0,1,0,1,5
79072,512,3,8,1,2,0,1,2,1,1,0,1,3,1,8
79073,527,3,9,1,0,2,4,3,0,0,0,0,0,1,9
79074,536,3,8,1,1,1,2,4,0,0,0,0,0,2,10
79075,545,3,6,1,1,0,2,4,0,0,0,0,0,1,4
79076,553,3,6,1,0,0,2,3,0,0,0,0,0,2,4
79077,561,3,3,1,0,0,2,1,0,0,0,0,3,1,2
79078,576,3,9,0,3,1,1,1,0,0,0,0,0,0,5
79079,585,3,9,0,5,2,2,1,0,0,0,0,0,1,6
79080,594,3,8,0,4,3,1,1,1,0,0,0,0,0,8
79081,603,3,9,0,2,3,2,3,1,1,0,0,0,1,9
79082,612,3,8,0,3,1,4,4,1,1,0,1,0,2,9
79083,621,3,6,0,2,1,5,5,1,0,0,2,0,1,3
79084,629,3,6,0,1,1,2,5,1,0,0,2,0,3,0
79085,637,3,3,1,0,1,0,2,0,0,0,1,3,2,1
79086,652,3,8,1,2,1,6,0,1,0,0,0,3,0,6
79087,667,3,15,0,4,2,3,2,1,1,0,0,0,0,10
79088,682,3,15,0,1,4,2,5,0,0,0,0,1,2,10
79089,696,2,8,0,2,3,4,3,0,0,0,0,0,2,8
79090,705,2,6,0,2,2,3,4,0,0,1,0,0,2,8
79091,713,2,3,0,2,4,3,2,0,0,1,0,0,0,0
79092,719,2,6,0,2,5,4,1,0,0,1,0,0,3,3
79093,727,2,3,1,3,6,1,0,0,0,0,0,3,1,1
79094,742,2,9,0,3,2,1,1,0,0,0,1,0,0,5
79095,751,2,9,0,1,1,2,2,0,0,0,1,2,1,5
79096,759,3,8,1,0,2,2,2,0,0,0,0,0,1,4
79097,768,3,8,1,1,2,3,2,0,0,0,0,0,1,8
79098,777,3,8,1,1,3,5,1,1,0,0,0,0,0,1
79099,786,3,9,1,0,3,2,2,1,0,0,0,1,2,7
79100,794,2,6,1,1,3,2,2,0,0,0,0,3,0,4
79101,809,2,15,0,0,3,3,2,0,0,0,0,2,2,10
79102,823,3,8,0,2,3,0,1,0,0,0,0,0,0,4
79103,832,3,9,0,2,1,0,2,0,0,0,0,0,1,5
79104,841,3,8,0,1,0,0,2,0,0,0,0,0,0,5
79105,850,3,9,0,1,0,1,3,0,1,0,0,1,0,5
79106,858,2,9,0,2,2,2,3,0,1,0,0,0,1,9
79107,867,2,8,0,1,3,1,3,1,1,0,1,1,0,4
79108,874,1,8,1,1,4,2,5,1,0,0,1,0,3,5
79109,883,1,3,1,1,1,2,2,0,0,0,1,3,1,3
79110,898,1,9,0,1,2,2,1,0,0,1,0,2,0,5
79111,906,2,9,0,0,1,2,1,0,0,1,0,0,2,5
79112,915,2,6,1,1,1,1,2,0,0,0,0,3,1,4
79113,930,2,9,0,3,3,1,3,1,1,0,0,0,0,5
79114,939,2,9,0,2,3,2,0,1,2,0,1,1,1,9
79115,947,1,8,1,2,4,4,1,1,1,0,1,3,2,1
79116,962,1,8,1,2,3,5,3,0,0,0,1,1,2,8
79117,969,0,3,1,1,1,4,1,1,0,0,0,3,0,2
79118,984,0,15,0,3,2,1,1,2,0,0,0,0,3,8
79119,999,0,6,1,2,3,2,2,2,0,0,0,0,1,3
79120,1007,0,6,2,1,2,3,3,1,1,0,0,3,1,6
79121,1022,0,9,2,3,1,3,3,0,0,0,0,3,1,10
79122,1037,0,9,1,4,5,3,2,0,0,0,0,0,2,1
79123,1046,0,6,1,2,2,2,3,0,0,0,0,0,2,3
79124,1054,0,3,1,0,2,2,4,0,0,1,0,3,0,0
79125,1069,0,15,0,1,3,2,1,1,1,1,0,0,1,9
79126,1084,0,9,1,2,0,2,1,0,1,0,0,2,0,3
79127,1092,1,9,1,3,0,0,1,0,1,2,0,2,0,0
79128,1100,2,9,1,1,0,0,0,0,1,3,1,0,0,0
79129,1109,2,9,3,2,0,0,0,0,0,1,1,3,0,6
79130,1124,2,15,3,2,0,0,1,0,0,0,0,0,0,10
79131,1139,2,15,3,1,0,3,2,0,1,0,0,0,2,7
79132,1154,2,8,3,1,1,3,2,0,1,0,0,3,3,7
79133,1169,2,6,2,0,2,1,4,0,0,0,0,3,0,10
79134,1184,2,15,1,2,2,3,4,0,0,0,0,1,2,6
79135,1198,1,8,1,2,2,3,4,0,0,1,1,1,2,1
79136,1205,0,3,1,0,3,3,1,0,0,1,1,3,0,1
79137,1220,0,15,0,3,2,4,0,0,0,0,0,2,0,5
79138,1234,1,15,0,4,5,2,0,0,0,0,0,2,0,10
79139,1248,2,15,0,4,4,2,0,0,0,0,0,2,0,10
79140,1262,3,15,0,1,3,1,2,0,0,0,0,0,2,10
79141,1277,3,8,0,2,0,1,0,0,0,0,0,0,0,8
79142,1286,3,9,0,1,0,2,1,0,1,0,0,0,0,8
79143,1295,3,9,0,2,2,3,1,0,1,0,0,1,2,9
79144,1303,2,6,0,3,4,2,2,0,1,0,0,1,0,4
79145,1308,1,6,1,2,4,1,2,1,0,0,0,0,3,5
79146,1316,1,3,1,3,2,1,3,2,0,0,1,3,2,2
79147,1331,1,8,0,6,2,0,1,0,0,0,1,0,1,4
79148,1340,1,8,0,5,1,0,3,0,0,0,0,0,1,5
79149,1349,1,8,0,2,1,0,4,0,0,0,0,0,0,4
79150,1358,1,9,0,1,1,0,3,0,0,0,0,0,1,6
79151,1367,1,8,0,2,2,1,1,0,0,0,0,0,0,5
79152,1376,1,9,0,3,2,3,2,0,0,0,0,0,1,4
79153,1385,1,8,0,4,1,2,2,0,1,0,0,0,1,0
79154,1394,1,8,0,2,0,1,0,0,1,0,0,0,0,5
79155,1403,1,9,1,1,2,4,0,0,0,0,0,3,0,9
79156,1418,1,15,0,0,2,2,1,1,0,0,0,0,2,10
79157,1433,1,8,0,3,3,1,4,1,0,1,0,1,1,4
79158,1440,0,6,1,2,3,1,4,0,0,1,0,3,2,4
79159,1455,0,8,0,0,3,2,0,0,0,0,0,0,0,5
79160,1464,0,9,0,2,2,1,1,0,0,0,0,0,0,6
79161,1473,0,9,0,2,1,1,1,0,1,0,1,0,1,10
79162,1482,0,8,0,1,1,1,1,0,1,0,1,0,1,9
79163,1491,0,8,0,0,1,0,1,0,1,0,0,2,1,9
79164,0,0,5,0,3,1,2,2,0,0,0,0,2,0,5
79165,4,1,5,0,4,1,2,2,0,0,0,0,0,0,3
79166,10,1,6,0,3,2,0,2,0,0,0,0,0,1,3
79167,18,1,6,0,2,2,0,3,0,1,1,0,0,0,3
79168,26,1,8,0,1,2,1,2,0,1,1,0,2,0,0
79169,33,2,8,1,3,1,3,2,0,1,0,0,1,1,4
79170,40,1,6,2,3,0,2,2,0,0,0,0,3,0,5
79171,55,1,15,1,3,2,1,3,0,0,0,0,2,1,10
79172,69,2,9,1,2,3,2,4,1,0,0,0,0,1,4
79173,78,2,8,1,2,1,1,5,0,2,0,0,3,1,10
79174,93,2,9,0,3,3,0,3,1,2,1,0,1,0,0
79175,101,1,9,2,3,4,1,2,1,0,1,0,3,4,7
79176,116,1,3,1,3,0,1,2,0,0,1,0,3,0,1
79177,131,1,15,0,1,1,2,0,0,0,1,1,2,2,9
79178,145,2,8,1,2,1,1,1,0,0,0,1,3,0,8
79179,160,2,15,0,4,3,4,2,0,1,0,0,1,2,10
79180,174,1,8,1,2,4,4,1,0,0,1,0,1,1,5
79181,181,0,6,1,2,4,2,0,0,0,2,0,3,2,5
79182,196,0,8,0,1,3,2,0,0,0,0,1,0,0,5
79183,205,0,9,0,2,4,3,1,0,0,0,2,0,1,6
79184,214,0,8,0,3,3,2,2,0,0,0,1,0,1,8
79185,223,0,8,0,3,1,1,2,0,0,0,0,0,1,8
79186,232,0,8,0,3,1,1,2,0,0,0,0,0,2,5
79187,241,0,6,0,3,1,2,2,0,0,0,0,0,1,5
79188,249,0,6,0,4,1,4,3,0,0,0,0,0,0,4
79189,257,0,8,0,5,1,5,2,0,0,0,0,2,1,4
79190,264,1,6,0,3,0,5,2,0,0,0,0,0,0,3
79191,272,1,8,0,2,0,3,2,0,0,0,0,0,0,5
79192,281,1,9,0,1,1,2,2,0,0,0,0,0,0,6
79193,290,1,9,0,0,2,3,1,0,0,0,0,0,1,5
79194,299,1,8,0,0,1,3,1,0,0,0,0,0,1,8
79195,308,1,8,0,0,2,4,1,0,0,0,0,0,0,5
79196,317,1,9,0,1,2,5,2,1,0,0,0,0,2,5
79197,326,1,6,0,1,2,2,2,2,1,0,0,0,0,0
79198,334,1,8,0,0,3,1,2,1,1,0,0,1,0,0
79199,341,0,8,1,0,2,0,2,0,0,0,0,3,0,0
79200,356,0,15,0,0,2,3,1,0,0,0,0,0,0,9
79201,371,0,15,0,1,4,2,2,1,0,0,0,0,0,9
79202,386,0,15,1,2,6,0,4,0,0,0,0,0,1,6
79203,401,0,9,1,3,4,2,3,0,0,0,1,0,3,6
79204,410,0,3,1,0,3,4,1,0,0,0,1,3,0,0
79205,425,0,15,0,0,2,3,2,0,0,1,0,2,1,9
79206,439,1,9,0,1,2,1,0,0,0,1,0,2,0,0
79207,447,2,9,1,2,1,1,0,0,0,0,0,2,0,1
79208,455,3,9,1,1,2,2,0,1,0,0,0,3,0,6
79209,470,3,15,0,0,2,6,0,1,0,0,0,0,0,10
79210,485,3,15,0,1,4,1,1,0,0,0,0,0,1,9
79211,500,3,9,0,1,1,4,2,1,0,0,1,0,0,5
79212,509,3,9,0,1,4,3,3,1,0,0,1,0,1,5
79213,518,3,8,1,1,5,1,5,0,0,0,0,1,0,1
79214,525,2,8,1,0,4,1,3,0,1,0,0,0,1,5
79215,534,2,8,1,0,2,1,2,0,1,0,0,3,0,1
79216,549,2,15,0,0,0,2,1,0,1,1,0,0,2,4
79217,564,2,8,1,2,0,0,2,0,0,0,0,3,0,4
79218,579,2,15,0,2,4,0,3,0,0,1,0,0,0,9
79219,594,2,15,1,5,4,1,0,1,0,0,0,1,1,10
79220,608,1,9,1,2,4,3,1,1,0,0,0,0,3,7
79221,617,1,3,1,3,2,1,4,0,0,0,0,3,1,2
79222,632,1,9,0,5,2,1,4,0,0,0,0,0,1,5
79223,641,1,8,0,2,1,1,0,0,0,0,0,0,1,4
79224,650,1,8,0,2,0,1,0,0,0,0,0,0,0,3
79225,659,1,9,0,2,2,0,0,0,0,1,0,0,0,5
79226,668,1,9,0,1,4,1,1,0,0,1,0,2,0,5
79227,676,2,9,1,0,4,5,1,0,0,0,0,3,1,9
79228,691,2,9,0,1,3,7,2,0,0,0,1,2,0,0
79229,699,3,9,0,0,2,5,2,0,0,0,2,0,2,0
79230,708,3,6,1,0,2,4,0,0,0,0,1,3,0,0
79231,723,3,15,1,2,2,0,0,0,0,1,1,0,0,9
79232,738,3,15,1,1,4,3,1,0,0,1,1,0,0,10
79233,753,3,15,2,0,2,4,2,0,0,0,0,0,1,10
79234,768,3,9,2,3,0,2,3,0,0,0,0,3,2,2
79235,783,3,8,1,5,1,1,3,0,1,0,0,1,1,1
79236,790,2,6,1,4,4,0,2,0,1,0,0,3,0,4
79237,805,2,15,0,2,7,2,0,0,1,0,0,2,0,10
79238,819,3,15,0,2,1,2,2,1,0,0,0,0,1,9
79239,834,3,9,0,2,0,1,2,0,0,1,0,0,2,9
79240,843,3,6,0,4,1,3,1,0,0,1,0,1,0,3
79241,848,2,6,1,3,1,3,2,0,0,0,0,0,2,4
79242,856,2,3,1,1,1,2,3,0,0,0,1,3,1,3
79243,871,2,9,0,2,1,4,2,0,0,2,1,0,1,8
79244,880,2,8,1,3,0,4,0,0,0,1,0,3,3,1
79245,895,2,6,1,2,0,1,1,0,0,0,0,0,1,5
79246,903,2,6,1,3,0,0,1,0,0,0,0,3,0,3
79247,918,2,15,0,3,2,3,2,1,1,0,0,1,2,9
79248,932,1,8,0,2,1,2,1,1,1,0,0,0,0,4
79249,941,1,9,1,0,1,1,0,1,0,0,0,2,1,1
79250,949,2,8,1,0,3,3,0,1,0,0,0,2,0,5
79251,956,3,8,1,0,3,4,0,0,0,0,0,3,0,6
79252,971,3,15,0,2,4,2,2,0,0,0,0,0,1,10
79253,986,3,9,0,3,3,3,1,0,0,0,0,0,1,4
79254,995,3,8,0,1,1,2,0,0,0,0,1,0,0,0
79255,1004,3,9,0,1,1,3,0,0,0,0,1,0,0,5
79256,1013,3,9,1,3,2,1,2,0,0,0,0,3,0,7
79257,1028,3,15,0,4,0,2,5,0,0,0,0,1,1,9
79258,1042,2,9,0,2,0,2,3,0,0,0,1,2,1,5
79259,1050,3,8,0,0,1,2,2,0,0,0,1,0,1,3
79260,1059,3,8,1,1,1,1,1,0,0,0,0,0,1,5
79261,1068,3,8,1,1,1,1,2,0,0,0,0,0,0,4
79262,1077,3,9,1,2,4,1,3,0,0,0,0,1,1,9
79263,1085,2,8,1,3,3,2,3,0,0,0,0,0,0,5
79264,1094,2,9,1,4,2,4,2,0,0,0,0,2,2,6
79265,1102,3,6,1,2,1,4,2,0,0,0,0,3,1,5
79266,1117,3,9,0,2,2,2,2,0,0,1,0,1,1,0
79267,1125,2,8,1,5,1,2,1,0,0,0,0,1,1,5
79268,1132,1,6,1,3,0,3,3,0,0,0,0,3,0,4
79269,1147,1,15,0,1,1,1,2,1,0,0,0,0,1,9
79270,1162,1,9,0,2,0,0,2,1,0,0,0,1,1,0
79271,1170,0,8,1,1,0,2,2,0,0,0,0,0,1,6
79272,1179,0,8,1,2,1,2,2,0,0,0,0,3,0,8
79273,1194,0,15,0,4,1,0,3,1,0,0,0,0,2,10
79274,1209,0,8,0,2,2,2,1,1,0,2,0,0,2,4
79275,1218,0,6,1,1,3,2,0,0,0,1,0,3,1,5
79276,1233,0,9,0,1,0,1,0,0,0,0,0,0,0,5
79277,1242,0,9,0,3,1,3,2,1,0,0,1,0,1,5
79278,1251,0,8,0,3,1,3,3,1,0,0,2,0,1,3
79279,1260,0,8,1,4,0,3,2,0,1,0,1,2,0,4
79280,1267,1,8,1,3,1,3,4,0,1,0,0,3,1,1
79281,1282,1,9,1,0,2,2,1,0,0,0,0,1,0,10
79282,1290,0,9,1,2,2,1,1,0,0,0,0,3,0,7
79283,1305,0,15,0,3,6,3,2,0,0,0,0,0,3,10
79284,1320,0,6,0,0,4,1,1,0,0,1,0,0,0,3
79285,1328,0,8,0,1,2,2,1,0,0,1,0,0,0,5
79286,1337,0,9,0,1,1,4,1,0,0,1,0,0,0,6
79287,1346,0,9,0,3,4,4,3,0,0,0,0,0,1,9
79288,1355,0,8,0,3,6,2,2,0,0,0,0,0,1,5
79289,1364,0,8,0,3,5,1,3,0,0,0,0,0,2,8
79290,1373,0,6,0,1,4,1,2,0,0,1,0,0,0,8
79291,1381,0,8,0,2,2,1,1,0,0,1,0,2,1,4
79292,1388,1,6,0,1,2,2,1,0,0,1,0,2,1,3
79293,1393,2,3,1,4,1,1,1,0,0,0,0,3,1,1
79294,1408,2,9,0,5,2,1,0,0,0,0,0,0,0,5
79295,1417,2,9,0,1,2,4,1,0,0,0,0,2,0,5
79296,1425,3,9,0,1,1,3,1,0,0,0,0,0,0,6
79297,1434,3,9,0,2,2,1,1,1,0,0,0,1,0,8
79298,1442,2,9,0,1,3,1,0,1,0,0,0,1,1,5
79299,1450,1,8,0,1,3,0,1,1,0,1,0,1,1,4
79300,1457,0,6,1,1,3,1,2,0,0,2,1,3,1,7
79301,1472,0,9,0,1,3,3,1,0,0,1,1,0,0,9
79302,1481,0,9,0,2,2,2,2,0,0,0,0,0,1,9
79303,0,0,5,0,1,0,1,2,0,0,1,0,0,0,4
79304,6,0,6,0,1,1,3,2,0,0,1,0,0,1,4
79305,14,0,6,0,0,2,3,1,0,1,1,0,0,0,4
79306,22,0,8,0,1,2,4,2,0,1,0,0,2,1,0
79307,29,1,6,1,2,1,2,3,0,0,0,0,0,1,5
79308,37,1,6,1,3,0,3,4,0,0,0,0,3,0,5
79309,52,1,15,0,3,3,1,3,0,0,0,0,0,2,9
79310,67,1,8,0,2,2,2,0,0,0,1,0,0,1,4
79311,76,1,8,0,1,2,2,2,0,0,1,0,2,1,8
79312,83,2,6,1,1,1,3,2,0,0,0,0,3,1,5
79313,98,2,9,0,2,1,2,2,0,0,0,0,0,2,6
79314,107,2,6,0,1,2,1,3,0,0,0,0,0,0,4
79315,115,2,8,0,0,2,2,2,0,0,1,0,0,1,2
79316,124,2,8,0,3,1,1,1,0,1,2,0,0,1,4
79317,133,2,8,0,3,2,1,2,0,1,2,0,0,0,4
79318,142,2,9,2,2,2,3,2,0,0,0,0,3,2,7
79319,157,2,8,1,2,1,2,2,0,0,0,0,0,1,5
79320,166,2,8,1,1,2,2,2,0,0,0,0,0,1,4
79321,175,2,8,1,3,2,4,1,0,2,0,0,1,0,4
79322,182,1,8,1,2,2,4,2,0,2,0,0,0,1,5
79323,191,1,8,2,2,3,1,1,0,1,0,0,3,2,6
79324,206,1,8,2,1,4,0,2,0,0,0,1,3,2,5
79325,221,1,8,1,1,2,1,0,0,1,0,0,3,2,5
79326,236,1,8,1,1,1,5,4,1,0,0,1,0,0,8
79327,245,1,9,1,4,2,3,4,1,0,0,0,0,1,6
79328,254,1,8,1,3,4,2,2,0,0,0,0,2,1,6
79329,261,2,6,1,2,3,1,3,0,0,0,0,3,1,4
79330,276,2,9,0,2,0,4,2,0,1,0,0,0,1,9
79331,285,2,8,0,1,3,5,1,0,1,0,0,1,0,0
79332,292,1,8,1,2,3,5,1,0,0,0,0,2,5,6
79333,299,2,3,1,5,4,0,1,1,0,0,0,3,0,4
79334,314,2,15,0,3,2,3,2,0,0,0,0,0,2,10
79335,329,2,8,0,1,2,4,1,1,0,0,0,1,1,4
79336,336,1,6,0,1,3,2,1,1,0,0,0,0,0,2
79337,344,1,8,0,1,3,0,1,1,0,0,0,1,0,4
79338,351,0,8,1,2,2,1,1,1,0,0,0,0,0,1
79339,360,0,9,1,2,1,1,1,1,0,0,0,3,2,6
79340,375,0,8,1,0,5,1,4,0,1,0,0,3,0,5
79341,390,0,15,0,2,2,3,5,0,0,1,0,2,1,9
79342,404,1,9,0,3,3,4,1,0,0,1,0,2,1,9
79343,412,2,8,1,3,3,4,1,0,0,1,0,3,3,5
79344,427,2,6,1,0,2,3,2,0,0,0,0,0,2,4
79345,435,2,3,1,2,2,2,2,0,0,0,0,3,1,1
79346,450,2,9,0,3,2,5,0,0,0,0,0,2,0,4
79347,458,3,9,0,2,1,3,0,0,1,1,1,0,0,5
79348,467,3,9,0,3,1,2,1,0,1,1,1,0,0,4
79349,476,3,9,1,4,2,0,1,0,0,1,0,0,1,4
79350,485,3,8,1,5,2,0,1,0,0,1,1,3,1,4
79351,500,3,9,1,3,1,1,3,0,1,1,0,1,0,6
79352,508,2,9,2,2,1,2,3,0,1,0,0,3,1,6
79353,523,2,9,1,3,3,1,2,0,1,0,0,0,1,6
79354,532,2,8,1,1,3,1,1,0,0,0,0,0,0,0
79355,541,2,9,1,2,2,1,0,0,1,1,1,0,1,5
79356,550,2,8,1,3,2,0,2,0,1,1,1,3,0,8
79357,565,2,15,1,5,2,2,1,0,0,0,0,2,1,10
79358,579,3,9,1,2,1,2,3,0,0,0,0,1,2,6
79359,587,2,6,1,1,1,1,3,0,0,1,0,3,1,4
79360,602,2,9,0,3,5,2,5,0,0,1,0,0,1,0
79361,611,2,8,1,4,4,1,5,0,0,0,0,0,1,4
79362,620,2,8,1,4,5,1,2,1,0,0,0,3,0,8
79363,635,2,15,0,3,3,2,2,0,1,0,0,1,1,10
79364,649,1,9,1,5,3,1,1,0,0,1,0,0,2,6
79365,658,1,6,1,3,1,3,1,0,0,1,0,3,1,3
79366,673,1,9,0,2,0,2,3,0,1,0,0,0,0,5
79367,682,1,9,0,1,1,2,0,0,1,0,0,0,0,5
79368,691,1,9,1,2,2,3,1,0,1,0,0,0,1,6
79369,700,1,8,1,2,3,2,2,0,1,0,1,3,2,1
79370,715,1,8,1,1,1,1,3,0,0,0,0,0,1,9
79371,724,1,8,1,1,1,1,2,0,0,0,1,3,0,6
79372,739,1,15,0,2,3,2,3,0,0,0,0,0,3,10
79373,754,1,6,0,0,2,1,2,0,1,0,0,0,0,3
79374,762,1,8,0,2,2,1,1,0,2,0,0,0,2,0
79375,771,1,6,0,4,0,0,1,0,2,0,0,0,0,2
79376,779,1,8,1,4,0,1,1,0,1,0,1,3,0,1
79377,794,1,15,1,2,1,2,1,0,0,0,1,0,1,6
79378,809,1,9,1,2,0,0,2,1,0,0,0,3,0,4
79379,824,1,15,0,1,0,0,4,0,1,0,0,0,0,9
79380,839,1,15,0,5,1,2,3,0,2,0,0,0,1,9
79381,854,1,9,2,5,1,2,4,0,1,0,0,3,1,6
79382,869,1,9,1,3,3,3,0,1,1,0,0,3,3,9
79383,884,1,6,1,4,1,5,1,0,1,0,0,3,1,0
79384,899,1,9,1,1,2,2,2,0,0,1,0,2,2,6
79385,907,2,6,1,1,2,0,3,0,0,1,0,3,0,4
79386,922,2,15,1,3,1,2,1,0,0,0,0,0,2,6
79387,937,2,8,1,1,0,2,3,0,0,0,1,1,0,4
79388,944,1,8,1,1,1,2,4,0,0,0,1,3,0,8
79389,959,1,15,0,2,2,2,4,0,1,0,0,0,1,5
79390,974,1,9,1,2,2,2,2,0,0,0,0,2,2,7
79391,982,2,6,1,3,2,0,2,1,0,0,0,3,0,6
79392,997,2,15,0,3,3,4,5,1,0,0,0,1,2,10
79393,1011,1,8,0,1,3,1,1,0,0,0,0,0,2,8
79394,1020,1,6,0,0,2,1,1,0,0,0,0,0,1,5
79395,1028,1,6,0,0,2,1,2,0,0,0,0,0,1,4
79396,1036,1,6,0,0,2,4,1,0,0,0,0,0,1,4
79397,1044,1,6,0,1,2,5,2,0,0,0,0,0,0,4
79398,1052,1,8,0,1,2,6,3,1,0,0,0,0,1,7
79399,1061,1,8,0,2,2,3,2,1,0,0,0,1,1,0
79400,1068,0,6,1,1,2,4,0,0,0,0,0,0,1,6
79401,1076,0,6,1,0,2,3,1,0,1,0,0,3,0,5
79402,1091,0,15,0,3,2,2,2,0,0,0,0,0,3,10
79403,1106,0,6,0,2,3,0,2,0,0,0,0,0,0,5
79404,1114,0,8,0,3,2,0,2,0,0,0,0,0,1,5
79405,1123,0,8,0,2,1,1,1,0,0,0,0,0,2,4
79406,1132,0,6,0,0,0,3,1,0,0,0,0,0,0,3
79407,1140,0,8,0,0,1,3,0,0,0,0,0,0,0,5
79408,1149,0,9,0,1,1,1,1,0,0,0,0,0,0,5
79409,1158,0,9,0,3,1,0,1,1,0,0,0,0,1,8
79410,1167,0,8,0,3,2,2,2,1,0,0,0,0,1,4
79411,1176,0,8,1,5,2,5,2,0,0,0,0,2,1,6
79412,1183,1,6,1,3,2,4,2,0,0,0,0,3,1,4
79413,1198,1,9,0,3,1,2,1,0,0,0,0,0,1,4
79414,1207,1,8,0,3,3,1,3,0,0,1,1,0,0,4
79415,1216,1,9,0,2,3,1,2,0,1,1,1,2,0,4
